source_code,source_concept_id,source_vocabulary_id,source_domain_id,source_concept_class_id,source_description,source_description_synonym,valid_start_date,decision,review_date,reviewer_name,reviewer_specialty,reviewer_comment,orcid_id,reviewer_affiliation_name,status,author_comment,change_required
7412-77-3,0,OMOP Exposome,Observation,Substance,Protoporphyrinogen IX,"7,12-Diethenyl-5,10,15,20,22,24-hexahydro-3,8,13,17-tetramethyl-21h,23h-porphine-2,18-dipropanoic acid; Protoporphyrinogen; Protoporphyrinogen-IX; 7,12-Diethenyl-3,8,13,17-tetramethyl-5,10,15,20,22,24-hexahydroporphyrin-2,18-dipropanoic acid; 7,12-Diethenyl-3,8,13,17-tetramethyl-5,10,15,20,22,24-hexahydroporphyrin-2,18-dipropanoate; 7,12-Diethenyl-5,10,15,20,22,24-hexahydro-3,8,13,17-tetramethyl-21h,23h-porphine-2,18-dipropanoate; 5,10,15,20,22,24-Hexahydro protoporphyrin IX deriv.; CHEBI:15435",2018-03-21,1,,,,,,,,,
P50336,0,OMOP Exposome,Observation,Substance,Protoporphyrinogen oxidase,,2024-09-14,1,,,,,,,,,
438-60-8,0,OMOP Exposome,Observation,Substance,Protriptyline,"Protriptylin; Vivactil; Triptil; Protryptyline; Protriptylinum; Protriptyline Hydrochloride; Protriptilina; N-Methyl-5H-dibenzoa,Dcycloheptene-5-propylamine; N-Methyl-5H-dibenzoa,Dcycloheptene-5-propanamine; Amimetilina; 7-(3-Methylaminopropyl)-1,2:5,6-dibenzocycloheptatriene; 5-(3-Methylaminopropyl)-5H-dibenzoa,Dcycloheptene; 3-(5H-dibenzoa,d7annulen-5-yl)-N-methylpropan-1-amine; 3-(5H-Dibenzoa,Dcyclohepten-5-yl)-N-methyl-1-propanamine; CHEBI:8597",2014-12-24,1,,,,,,,,,
2828-42-4,0,OMOP Exposome,Observation,Substance,Proximphan,,2014-12-24,1,,,,,,,,,
99-18-3,0,OMOP Exposome,Observation,Substance,Prunasin,(-)-(2R)-Prunasin; D-Prunasin; (2R)-Prunasin; (R)-(beta-D-Glucopyranosyloxy)phenylacetonitrile; (R)-alpha-(beta-D-Glucopyranosyloxy)benzene-acetonitrile; (R)-Mandelonitrile beta-D-glucopyranoside; (-)-Prunasin; (R)-Prunasin; (R)-Mandelonitrile beta-D-glucoside; (2R)-(beta-D-Glucopyranosyloxy)(phenyl)acetonitrile; CHEBI:17396,2014-12-24,1,,,,,,,,,
GIS1009789,0,OMOP Exposome,Observation,Substance,Pseudechetoxin,,2024-09-14,1,,,,,,,,,
90-82-4,0,OMOP Exposome,Observation,Substance,Pseudoephedrine,"Afrinol; Isoephedrine; Decofed; D-Psi-ephedrine; D-Psi-2-methylamino-1-phenyl-1-propanol; D-Pseudoephedrine; Cenafed; D-Isoephedrine; L(+)-Psi-ephedrine; L-(+)-Pseudoephedrine; Maxenal; trans-Ephedrine; Novafed; Sudafed Decongestant; Robidrine; Benylin Decongestant; Psi-ephedrine; Psi-ephedrin; Pseudoephedrinum; Pseudoefedrina; Myfedrine; Genaphed; (+)-(1S,2S)-Pseudoephedrine; Eltor 120; Dimetapp Decongestant; (+)-Pseudoephedrine; (+)-Psi-ephedrine; (+)-threo-Ephedrine; CHEBI:51209",2014-12-24,1,,,,,,,,,
520-53-6,0,OMOP Exposome,Observation,Substance,Psilocin,"Psilocine; 3-(2-(Dimethylamino)ethyl)indol-4-ol; 3-2-(Dimethylamino)ethyl-1H-Indol-4-ol; Psilotsin; N,N-Dimethyl-4-Hydroxytryptamine; 4-Hydroxy-N,N-dimethyltryptamine; 3-2-(Dimethylamino)ethyl-Indol-4-ol; CHEBI:8613",2014-12-24,1,,,,,,,,,
520-52-5,0,OMOP Exposome,Observation,Substance,Psilocybin,"Constituent of \magic mushrooms\; Psilocibin; 3-2'-Dimethylaminoethylindol-4-phosphate; Psilocybine; Psilocybinum; Magic mushrooms; 3-2-(Dimethylamino)ethylindol-4-yl dihydrogen phosphate; Indocybin; 4-Phosphoryloxy-omega-N,N-dimethyltryptamine; 3-(2-Dimethylaminoethyl)indol-4-yl dihydrogen phosphate; 3-(2-(Dimethylamino)ethyl)-1H-indol-4-ol dihydrogen phosphate ester; Psilocin phosphate ester; Teonanacatl; Psylocybin; Psilocibina; O-Phosphoryl-4-hydroxy-N,N-dimethyltryptamine; Psilotsibin; 4-Phosphoryloxy-N,N-dimethyltryptamine; CHEBI:8614",2014-12-24,1,,,,,,,,,
66-97-7,0,OMOP Exposome,Observation,Substance,Psoralen,"Furo(3,2-g)-coumarin; Phytoalexin-CMPD; Furo(4',5',6,7)coumarin; Furocoumarin; Psorline-p; 7H-Furo3,2-gchromen-7-one; Furo2'.3':7.6coumarin; Furo2',3':7,6coumarin; Ficusin; Furo(2',3',7,6)coumarin; 7H-Furo3,2-gbenzopyran-7-one; 7H-Furo(3,2-g)(1)benzopyran-7-one; Phytoalexin; 2H-Furo3,2-gchromen-2-one; 6-Hydroxy-5-benzofuranacrylic acid gamma-lactone; 6-Hydroxy-5-benzofuranacrylic acid delta-lactone; 5-Benzofuranacrylic acid, 6-hydroxy-, delta-lactone; 3-(6-Hydroxy-5-benzofuranyl)-2-propenoic acid delta-lactone; 6-Hydroxy-5-benzofuranacrylic acid beta-lactone; 6,7-Furanocoumarin; 7H-Furo3,2-g1benzopyran-7-one; Psoralene; 7H-Furo3,2-g1benzopyran-7-one, 9CI; Furo4',5':6,7coumarin; Furo3,2-gcoumarin; CHEBI:27616",2014-12-24,1,,,,,,,,,
GIS1009798,0,OMOP Exposome,Observation,Substance,Psychotropic Drug,,2024-09-14,1,,,,,,,,,
GIS1009799,0,OMOP Exposome,Observation,Substance,Pterine Biosynthesis,,2024-09-14,1,,,,,,,,,
1492-18-8,0,OMOP Exposome,Observation,Substance,Pteroyl-D-glutamic acid,"(6S)-5-Formyl-5,6,7,8-tetrahydrofolic acid; (6S)-Folinic acid; (6S)-Leucovorin; Mittafol; Mission prenatal; Levoleucovorin; Levofolinic acid; Levofolene; Vitamin B11; Uzel; (S)-Leucovorin; Apo-folic; Pteroylmonoglutamate; Pteroyl-D-glutamate; Novofolacid; Novo-folacid; Nifolin; Leucovorin; L-leucovorin; Antianemia factor; Vitaped; Wellcovorin; N-4-(2-Amino-5-formyl-1,4,5,6,7,8-hexahydro-4-oxo-6-pteridinyl)methylaminobenzoyl-D-Glutamic acid; L-Folinic acid; Fusilev; Folinic acid; N-4-({(6S)-2-amino-5-formyl-4-oxo-1,4,5,6,7,8-hexahydropteridin-6-ylmethyl}amino)benzoyl-L-glutamic acid; N-Pteroyl-D-glutamic acid; MVC plus; Citrovorum factor; CHEBI:474191",2014-12-24,1,,,,,,,,,
P35247,0,OMOP Exposome,Observation,Substance,Pulmonary surfactant-associated protein D,,2024-09-14,1,,,,,,,,,
73376-35-9,0,OMOP Exposome,Observation,Substance,Pumiliotoxin,,2014-12-24,1,,,,,,,,,
GIS1009800,0,OMOP Exposome,Observation,Substance,Purine Metabolism,,2024-09-14,1,,,,,,,,,
P00491,0,OMOP Exposome,Observation,Substance,Purine nucleoside phosphorylase,,2024-09-14,1,,,,,,,,,
GIS1009801,0,OMOP Exposome,Observation,Substance,Purine Nucleoside Phosphorylase Deficiency,,2024-09-14,1,,,,,,,,,
GIS1009802,0,OMOP Exposome,Observation,Substance,Purinergic P1 Receptor Antagonist,,2024-09-14,1,,,,,,,,,
O60397,0,OMOP Exposome,Observation,Substance,"Putative cytochrome c oxidase subunit 7A3, mitochondrial",,2024-09-14,1,,,,,,,,,
Q96P88,0,OMOP Exposome,Observation,Substance,Putative gonadotropin-releasing hormone II receptor,,2024-09-14,1,,,,,,,,,
Q6DN03,0,OMOP Exposome,Observation,Substance,Putative histone H2B type 2-C,,2024-09-14,1,,,,,,,,,
Q6DRA6,0,OMOP Exposome,Observation,Substance,Putative histone H2B type 2-D,,2024-09-14,1,,,,,,,,,
BE0005317,0,OMOP Exposome,Observation,Substance,Putative renal organic anion transporter 1,,2024-09-14,1,,,,,,,,,
Q86SH4,0,OMOP Exposome,Observation,Substance,Putative testis-specific prion protein,,2024-09-14,1,,,,,,,,,
A6NKZ8,0,OMOP Exposome,Observation,Substance,Putative tubulin beta chain-like protein ENSP00000290377,,2024-09-14,1,,,,,,,,,
Q99867,0,OMOP Exposome,Observation,Substance,Putative tubulin beta-4q chain,,2024-09-14,1,,,,,,,,,
Q9H853,0,OMOP Exposome,Observation,Substance,Putative tubulin-like protein alpha-4B,,2024-09-14,1,,,,,,,,,
110-60-1,0,OMOP Exposome,Observation,Substance,Putrescine,"1,4-Butanediamine; Putrescin; Tetramethyldiamine; 1,4-Tetramethylenediamine; 1,4-Diaminobutane; Tetramethylenediamine; 1,4-Butylenediamine; Butylenediamine; 1,4-Butanediammonium; CHEBI:17148",2014-12-24,1,,,,,,,,,
123312-89-0,0,OMOP Exposome,Observation,Substance,Pymetrozine,"(e)-4,5-dihydro-6-Methyl-4-((3-pyridinylmethylene)amino)-1,2,4-triazin-3(2H)-one; CHEBI:39311",2014-12-24,1,,,,,,,,,
175013-18-0,0,OMOP Exposome,Observation,Substance,Pyraclostrobin,Pyraclostrobine; CHEBI:78780,2014-12-24,1,,,,,,,,,
129630-19-9,0,OMOP Exposome,Observation,Substance,Pyraflufen-ethyl,,2014-12-24,1,,,,,,,,,
129-00-0,0,OMOP Exposome,Observation,Substance,Pyrene,{Benzodefphenanthrene}; Benzodefphenanthrene; Benzpyrene; beta-Pyrene; CHEBI:39106,2014-12-24,1,,,,,,,,,
GIS1009803,0,OMOP Exposome,Observation,Substance,Pyrethrin,,2024-09-14,1,,,,,,,,,
121-21-1,0,OMOP Exposome,Observation,Substance,Pyrethrin I,"Pyrethrins; Pyrethrolone, chrysanthemum monocarboxylic acid ester; (+)-pyrethronyl (+)-trans-chrysanthemate; Pyrethrin I (pi); Chrysanthemum monocarboxylic acid pyrethrolone ester; Piretrina 1; CHEBI:27815",2014-12-24,1,,,,,,,,,
121-29-9,0,OMOP Exposome,Observation,Substance,Pyrethrin II,Pyrethrins and pyrethroids; (+)-pyrethronyl (+)-pyrethrate; Pyronyl; Dalmatian insect powder; Pyrethrolone ester OF chrsanthemumdicarboxylic acid monomethyl ester; Chrysanthemum cinerareaefolium; Firmotox; Buhach; Cinerin I or II; Pyrethrins; Chrysanthemumdicarboxylic acid monomethyl ester pyrethrolone ester; Pyrethroids; Jasmolin I or II; Pyrethrin I or II; Pyrethrum (insecticide); Persian insect powder; Pyretrin II; Pyrocide; Prentox pyrethrum extract; Pyrethrin; Pyrenone; CHEBI:27474,2014-12-24,1,,,,,,,,,
GIS1009804,0,OMOP Exposome,Observation,Substance,Pyrethroid,,2024-09-14,1,,,,,,,,,
8003-34-7,0,OMOP Exposome,Observation,Substance,Pyrethrum,Chrysanthemum cinerareaefolium; Pyrocide; Pyronyl; Dalmatian insect powder; Firmotox; (+)-pyrethronyl (+)-pyrethrate; Buhach; Jasmolin II; Prentox pyrethrum extract; Pyrenone; Chrysanthemumdicarboxylic acid monomethyl ester pyrethrolone ester; Cinerin II; Pyretrin II; Pyrethrin; Pyrethrin I; Pyrethrin II; Pyrethrins; Pyrethroids; Pyrethrolone ester OF chrsanthemumdicarboxylic acid monomethyl ester; CHEBI:39098,2014-12-24,1,,,,,,,,,
96489-71-3,0,OMOP Exposome,Observation,Substance,Pyridaben,"4-chloro-2-(1,1-Dimethylethyl)-5-(((4-(1,1-dimethylethyl)phenyl)methyl)thio)-3(2H)-pyridazinone; Sanmite; CHEBI:38626",2014-12-24,1,,,,,,,,,
26299-14-9,0,OMOP Exposome,Observation,Substance,Pyridinium chlorochromate,,2014-12-24,1,,,,,,,,,
20039-37-6,0,OMOP Exposome,Observation,Substance,Pyridinium dichromate,,2014-12-24,1,,,,,,,,,
155-97-5,0,OMOP Exposome,Observation,Substance,Pyridostigmine,Astinon; Kalymin; Kalymin forte; Kalymin N; Kalymin retard; Meshanon60; Mestinon; Mestinon retard; Mestinon-SR; Myestin; Pyridine N-Oxide; Pyridostigmin bromid; Pyridostigmine Bromide; Pyridostigmine Bromine; Pyridostigmini Bromidum; Regonol; Pyrimine; Pyridostigminum; Antilon; Amygra; Amiasten; Bromure de Pyridostigmine; Bromuro de piridostigmina; CHEBI:257330,2014-12-24,1,,,,,,,,,
O00764,0,OMOP Exposome,Observation,Substance,Pyridoxal kinase,,2024-09-14,1,,,,,,,,,
Q96GD0,0,OMOP Exposome,Observation,Substance,Pyridoxal phosphate phosphatase,,2024-09-14,1,,,,,,,,,
Q6P996,0,OMOP Exposome,Observation,Substance,Pyridoxal-dependent decarboxylase domain-containing protein 1,,2024-09-14,1,,,,,,,,,
65-23-6,0,OMOP Exposome,Observation,Substance,Pyridoxine,"Piridoxina; Piridossina; Nestrex; Hydoxin; Hexobion; Hexa-Betalin; 2-Methyl-3-hydroxy-4,5-bis(hydroxymethyl)pyridine; 2-Methyl-3-hydroxy-4,5-di(hydroxymethyl)pyridine; 2-Methyl-3-hydroxy-4,5-dihydroxymethylpyridine; 2-Methyl-4,5-bis(hydroxymethyl)-3-hydroxypyridine; 3-Hydroxy-2-Picoline-4,5-dimethanol; 3-hydroxy-4,5-bis(hydroxymethyl)-2-methylpyridine; 3-Hydroxy-4,5-dimethylol-alpha-picoline; 5-Hydroxy-6-methyl-3,4-pyridinedimethanol; Adermine; Becilan; Beesix; Benadon; Bonasanit; Gravidox; Vitamin B6; Pyridoxolum; Pyridoxol; Pyridoxinum; Pyridoxin; CHEBI:16709",2014-12-24,1,,,,,,,,,
Q9NVS9,0,OMOP Exposome,Observation,Substance,Pyridoxine-5'-phosphate oxidase,,2024-09-14,1,,,,,,,,,
58-14-0,0,OMOP Exposome,Observation,Substance,Pyrimethamine,"Chloridine; Pyrimethaminum; Daraprim; Diaminopyritamin; Ethylpyrimidine; Pirimetamin; Pirimetamina; Primethamine; Chloridin; CD; 5-(4-Chlorophenyl)-6-ethyl-2,4-pyrimidinediamine; Chloridyn; 2,4-Diamino-5-(4-chlorophenyl)-6-ethylpyrimidine; 5-(4-Chlorophenyl)-6-ethyl-2,4-diaminopyrimidine; 2,4-Diamino-5-(P-chlorophenyl)-6-ethylpyrimidine; 2,4-Diamino-5-chlorophenyl-6-ethylpyrimidine; 5-(4'-Chlorophenyl)-2,4-diamino-6-ethylpyrimidine; Pyremethamine; Pyrimethamin; CHEBI:8673",2014-12-24,1,,,,,,,,,
53112-28-0,0,OMOP Exposome,Observation,Substance,Pyrimethanil,,2014-12-24,1,,,,,,,,,
GIS1009805,0,OMOP Exposome,Observation,Substance,Pyrimidine Metabolism,,2024-09-14,1,,,,,,,,,
95737-68-1,0,OMOP Exposome,Observation,Substance,Pyriproxyfen,4-Phenoxyphenyl (rs)-2-(2-pyridyloxy)propyl ether; CHEBI:39260,2014-12-24,1,,,,,,,,,
123343-16-8,0,OMOP Exposome,Observation,Substance,Pyrithiobac-sodium,,2014-12-24,1,,,,,,,,,
120-80-9,0,OMOP Exposome,Observation,Substance,Pyrocatechol,"O-Hydroxyphenol; Pyrocatechin; Phthalic alcohol; Fourrine 68; O-Benzenediol; O-Dihydroxybenzene; O-Dioxybenzene; O-Hydroquinone; Pyrocatechine; O-Phenylenediol; Durafur Developer C; Oxyphenate; Oxyphenic acid; Pelagol Grey C; Phthalhydroquinone; Catechol; 2-Hydroxyphenol; 1,2-Dihydroxybenzene; Fouramine PCH; CHEBI:18135",2014-12-24,1,,,,,,,,,
98-79-3,0,OMOP Exposome,Observation,Substance,Pyroglutamic acid,L-5-Oxoproline; L-Glutimate; L-Glutimic acid; L-Glutiminate; L-Glutiminic acid; L-Pyroglutamate; L-Pyroglutamic acid; L-Pyrrolidinonecarboxylate; L-Pyrrolidinonecarboxylic acid; L-Pyrrolidonecarboxylate; L-Pyrrolidonecarboxylic acid; Oxoproline; Oxopyrrolidinecarboxylate; Oxopyrrolidinecarboxylic acid; Pidolate; Pidolic acid; Pidolidone; Pyroglutamate; (S)-(-)-g-Butyrolactam-g-carboxylate; (S)-(-)-2-Pyrrolidone-5-carboxylic acid; Pyrrolidinonecarboxylate; Pyrrolidinonecarboxylic acid; Pyrrolidone-5-carboxylate; Pyrrolidone-5-carboxylic acid; Pyrrolidonecarboxylic acid; (S)-(-)-2-Pyrrolidone-5-carboxylate; (5S)-2-Oxopyrrolidine-5-carboxylic acid; (5S)-2-Oxopyrrolidine-5-carboxylate; (-)-Pyroglutamic acid; (-)-Pyroglutamate; (-)-2-Pyrrolidone-5-carboxylic acid; (-)-2-Pyrrolidone-5-carboxylate; 2-Oxopyrrolidine-5(S)-carboxylic acid; 2-Pyrrolidinone-5-carboxylate; 2-Pyrrolidinone-5-carboxylic acid; 5-Carboxy-2-pyrrolidinone; 5-L-Oxoproline; 2-Oxopyrrolidine-5(S)-carboxylate; 2-L-Pyrrolidone-5-carboxylic acid; 2-L-Pyrrolidone-5-carboxylate; (S)-Pyroglutamic acid; (S)-Pyroglutamate; (S)-5-Oxo-2-pyrrolidinecarboxylic acid; 5-Oxo-L-proline; (S)-5-Oxo-2-pyrrolidinecarboxylate; 5-Oxoproline; 5-Pyrrolidinone-2-carboxylate; 5-Pyrrolidinone-2-carboxylic acid; Ajidew A 100; Glutimate; (S)-2-Pyrrolidone-5-carboxylic acid; (S)-2-Pyrrolidone-5-carboxylate; (S)-(-)-gamma-Butyrolactam-gamma-carboxylic acid; (S)-(-)-gamma-Butyrolactam-gamma-carboxylate; (S)-(-)-g-Butyrolactam-g-carboxylic acid; Glutimic acid; Glutiminate; Glutiminic acid; L-2-Pyrrolidone-5-carboxylate; L-2-Pyrrolidone-5-carboxylic acid; L-5-Carboxy-2-pyrrolidinone; L-5-Oxo-2-pyrrolidinecarboxylate; L-5-Oxo-2-pyrrolidinecarboxylic acid; L-Glutamic acid g-lactam; CHEBI:18183,2018-03-21,1,,,,,,,,,
87-47-8,0,OMOP Exposome,Observation,Substance,Pyrolan,,2014-12-24,1,,,,,,,,,
14000-31-8,0,OMOP Exposome,Observation,Substance,Pyrophosphate,Diphosphate; (P2O74-)Diphosphate; (4-)Diphosphoric acid ion; Pyrophosphic acid; PPi; Pyrometaphosphate; Pyrophosphate tetraanion; Pyrophosphate(4-) ion; Diphosphoric acid; CHEBI:18361,2018-03-21,1,,,,,,,,,
Q4W8W1,0,OMOP Exposome,Observation,Substance,Pyrroline-5-carboxylate reductase,,2024-09-14,1,,,,,,,,,
P32322,0,OMOP Exposome,Observation,Substance,"Pyrroline-5-carboxylate reductase 1, mitochondrial",,2024-09-14,1,,,,,,,,,
Q96C36,0,OMOP Exposome,Observation,Substance,Pyrroline-5-carboxylate reductase 2,,2024-09-14,1,,,,,,,,,
Q53H96,0,OMOP Exposome,Observation,Substance,Pyrroline-5-carboxylate reductase 3,,2024-09-14,1,,,,,,,,,
GIS1009806,0,OMOP Exposome,Observation,Substance,Pyruvaldehyde Degradation,,2024-09-14,1,,,,,,,,,
GIS1009807,0,OMOP Exposome,Observation,Substance,Pyruvate Carboxylase Deficiency,,2024-09-14,1,,,,,,,,,
P11498,0,OMOP Exposome,Observation,Substance,"Pyruvate carboxylase, mitochondrial",,2024-09-14,1,,,,,,,,,
GIS1009808,0,OMOP Exposome,Observation,Substance,Pyruvate Decarboxylase E1 Component Deficiency (PDHE1 Deficiency),,2024-09-14,1,,,,,,,,,
GIS1009809,0,OMOP Exposome,Observation,Substance,Pyruvate Dehydrogenase Complex Deficiency,,2024-09-14,1,,,,,,,,,
GIS1009810,0,OMOP Exposome,Observation,Substance,Pyruvate dehydrogenase deficiency (E2),,2024-09-14,1,,,,,,,,,
GIS1009811,0,OMOP Exposome,Observation,Substance,Pyruvate dehydrogenase deficiency (E3),,2024-09-14,1,,,,,,,,,
P08559,0,OMOP Exposome,Observation,Substance,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial",,2024-09-14,1,,,,,,,,,
P29803,0,OMOP Exposome,Observation,Substance,"Pyruvate dehydrogenase E1 component subunit alpha, testis-specific form, mitochondrial",,2024-09-14,1,,,,,,,,,
P11177,0,OMOP Exposome,Observation,Substance,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",,2024-09-14,1,,,,,,,,,
O00330,0,OMOP Exposome,Observation,Substance,"Pyruvate dehydrogenase protein X component, mitochondrial",,2024-09-14,1,,,,,,,,,
GIS1009812,0,OMOP Exposome,Observation,Substance,Pyruvate kinase deficiency,,2024-09-14,1,,,,,,,,,
P30613,0,OMOP Exposome,Observation,Substance,Pyruvate kinase PKLR,,2024-09-14,1,,,,,,,,,
P14618,0,OMOP Exposome,Observation,Substance,Pyruvate kinase PKM,,2024-09-14,1,,,,,,,,,
GIS1009813,0,OMOP Exposome,Observation,Substance,Pyruvate Metabolism,,2024-09-14,1,,,,,,,,,
127-17-3,0,OMOP Exposome,Observation,Substance,Pyruvic acid,Brenztraubensaeure; \u03b1-ketopropionic acid; Pyruvate; Pyroracemic acid; Pyroracemate; CH3COCOOH; BTS; alpha-Oxopropionsaeure; alpha-Ketopropionic acid; alpha-Ketopropionate; Acide pyruvique; Acetylformic acid; Acetylformate; a-Ketopropionic acid; a-Ketopropionate; 2-Oxopropionsaeure; 2-Oxopropionic acid; 2-Oxopropionate; 2-Oxopropansaeure; 2-Oxopropanoic acid; 2-Oxopropanoate; 2-ketopropionic acid; CHEBI:32816,2014-12-24,1,,,,,,,,,
80702-43-8,0,OMOP Exposome,Observation,Substance,Quaternium-10,,2014-12-24,1,,,,,,,,,
4080-31-3,0,OMOP Exposome,Observation,Substance,Quaternium-15,"Dowco 184; Dowicide q; Dowicil 100; 1-(3-Chloroallyl)-3,5,7-triaza-1-azoniaadamantane chloride; 1-(3-Chloroallyl)-3,5,7-triazo-1-azoniaadamantane chloride; Chloroallyl methenamine chloride; Cinartc 200; Dowicil 200; Dowicil 75; Hexamethylenetetramine chloroallyl chloride; Methenamine 3-chloroallylochloride; N-(3-Chloroallyl)hexaminium chloride; Quaternium 15; CHEBI:59607",2014-12-24,1,,,,,,,,,
51812-80-7,0,OMOP Exposome,Observation,Substance,Quaternium-22,,2014-12-24,1,,,,,,,,,
58069-11-7,0,OMOP Exposome,Observation,Substance,Quaternium-52,,2014-12-24,1,,,,,,,,,
36735-22-5,0,OMOP Exposome,Observation,Substance,Quazepam,Dormalin; Quazepamum; Doral; CHEBI:774423,2014-12-24,1,,,,,,,,,
117-39-5,0,OMOP Exposome,Observation,Substance,Quercetin,"3,5,7,3',4'-Pentahydroxyflavone; 3,5,7-Trihydroxy-2-(3,4-dihydroxyphenyl)-4H-chromen-4-on; Flavin meletin; Quercetol; Quercetin dihydrate; 2-(3,4-Dihydroxy-phenyl)-3,5,7-trihydroxy-chromen-4-one; Meletin; 3',4',5,7-Tetrahydroxyflavan-3-ol; Xanthaurine; Sophoretin; Quertin; 3',4',5,7-Tetrahydroxyflavon-3-ol; 3,3',4',5,7-Pentahydroxyflavone; 3,4',5,5',7-Pentahydroxy-Flavone; CHEBI:16243",2014-12-24,1,,,,,,,,,
111974-69-7,0,OMOP Exposome,Observation,Substance,Quetiapine,"Seroquel; Quetiapine hemifumarate; Quetiapine fumarate; Quetiapina; 2-2-(4-Dibenzob,F1,4thiazepin-11-yl-1-piperazinyl)ethoxyethanol; Seroquel XR; Quetiapinum; CHEBI:8707",2014-12-24,1,,,,,,,,,
85441-61-8,0,OMOP Exposome,Observation,Substance,Quinapril,Quinazil; Accupril; Accuprin; Accupro; Acequin; Acuitel; Korec; Quinaprilum; CHEBI:8713,2014-12-24,1,,,,,,,,,
84087-01-4,0,OMOP Exposome,Observation,Substance,Quinclorac,,2014-12-24,1,,,,,,,,,
152-43-2,0,OMOP Exposome,Observation,Substance,Quinestrol,Estrovis 4000; Quinestrolo; Quinestrolum; ethinyl estradiol 3-cyclopentyl ether; Plestrovis; Quilea; 17-alpha-Ethinylestradiol 3-cyclopentyl ether; 17alpha-Ethynylestradiol 3-cyclopentyl ether; Eston; Estradiol-17-beta 3-cyclopentyl ether; Estrovis; Estrovister; CHEBI:8716,2014-12-24,1,,,,,,,,,
130-95-0,0,OMOP Exposome,Observation,Substance,Quinine,"6'-Methoxycinchonidine; (R)-(6-Methoxyquinolin-4-yl)((2S,4S,8R)-8-vinylquinuclidin-2-yl)methanol; (R)-(-)-Quinine; (8S,9R)-Quinine; (-)-Quinine; Quinoline Alkaloid; Sulquin; Jasoquin; Quinlup; Qutil; QSM; QUALAQUIN; Quinina; Quinine sulfate; Quinine sulphate; Quinine, Anhydrous; Quinineanhydrous; Cinkona; Chininum; Chinine; Chinin; 6'-Methoxycinchonine; CHEBI:15854",2014-12-24,1,,,,,,,,,
55604-87-0,0,OMOP Exposome,Observation,Substance,Quinolacetic acid,,2018-03-21,1,,,,,,,,,
91-22-5,0,OMOP Exposome,Observation,Substance,Quinoline,"Chinoline; Quinolin; Benzo(b)pyridine; 2,3-Benzopyridine; 1-Benzine; 1-Benzazine; 1-Azanaphthalene; Leucol; Benzobpyridine; Chinoleine; Chinolin; Leukol; CHEBI:17362",2014-12-24,1,,,,,,,,,
GIS1009814,0,OMOP Exposome,Observation,Substance,Quinolines,,2024-09-14,1,,,,,,,,,
GIS1009815,0,OMOP Exposome,Observation,Substance,Quinolone,,2024-09-14,1,,,,,,,,,
GIS1009848,0,OMOP Exposome,Observation,Substance,Quinolones,,2024-09-14,1,,,,,,,,,
106-51-4,0,OMOP Exposome,Observation,Substance,Quinone,"p-Chinon; Semiquinone radicals; Semiquinone anion; Quinone1,4-Benzoquinone; Para-Quinone; Para-Benzoquinone; p-Quinone; p-Benzoquinone; Eldoquin; Cyclohexadienedione; Cyclohexadiene-1,4-dione; Chinone; Chinon; Benzoquinone; Benzo-chinon; Benzo-1,4-quinone; 2,5-cyclohexadiene-1-4-dione; 2,5-Cyclohexadiene-1,4-dione; 1,4-Dioxybenzene; 1,4-Dioxy-benzol; 1,4-Diossibenzene; 1,4-Cyclohexadienedione; 1,4-Cyclohexadiene dioxide; 1,4-Benzoquinone; 1,4-Benzoquine; CHEBI:16509",2014-12-24,1,,,,,,,,,
Q08257,0,OMOP Exposome,Observation,Substance,Quinone oxidoreductase,,2024-09-14,1,,,,,,,,,
124495-18-7,0,OMOP Exposome,Observation,Substance,Quinoxyfen,,2014-12-24,1,,,,,,,,,
82-68-8,0,OMOP Exposome,Observation,Substance,Quintozene,"Pentachloronitrobenzene; 2,3,4,5,6-Pentachloronitrobenzene, Nitropentachlorobenzene; PCNB; Pentachlornitrobenzol; PKhNC; CHEBI:CHEBI:34908",2014-12-24,1,,,,,,,,,
76578-14-8,0,OMOP Exposome,Observation,Substance,Quizalofop-ethyl,,2014-12-24,1,,,,,,,,,
P31749,0,OMOP Exposome,Observation,Substance,RAC-alpha serine/threonine-protein kinase,,2024-09-14,1,,,,,,,,,
P31751,0,OMOP Exposome,Observation,Substance,RAC-beta serine/threonine-protein kinase,,2024-09-14,1,,,,,,,,,
Q9Y243,0,OMOP Exposome,Observation,Substance,RAC-gamma serine/threonine-protein kinase,,2024-09-14,1,,,,,,,,,
GIS1009849,0,OMOP Exposome,Observation,Substance,Radiation-Sensitizing Agent,,2024-09-14,1,,,,,,,,,
GIS1009850,0,OMOP Exposome,Observation,Substance,Radioactive,,2024-09-14,1,,,,,,,,,
GIS1009851,0,OMOP Exposome,Observation,Substance,Radioactive Isotope,,2024-09-14,1,,,,,,,,,
10031-23-9,0,OMOP Exposome,Observation,Substance,Radium bromide,,2014-12-24,1,,,,,,,,,
GIS1009852,0,OMOP Exposome,Observation,Substance,Radium Compound,,2024-09-14,1,,,,,,,,,
13982-63-3,0,OMOP Exposome,Observation,Substance,Radium-226,"Radium 226; Radium, isotope of mass 226; 226Ra; 88Ra; Radium; CHEBI:33325",2014-12-24,1,,,,,,,,,
