source_code,source_concept_id,source_vocabulary_id,source_description,relationship_id,predicate_id,confidence,target_concept_id,target_concept_name,target_vocabulary_id,target_domain_id,decision,review_date,reviewer_name,reviewer_specialty,reviewer_comment,orcid_id,reviewer_affiliation_name,status,author_comment,change_required
GIS1004067,0,OMOP Exposome,Antidote,Subsumes,skos:narrowMatch,1,19007780,dicobalt edetate,RxNorm,Drug,1,,,,,,,,,
GIS1004067,0,OMOP Exposome,Antidote,Subsumes,skos:narrowMatch,1,19012223,4-dimethylaminophenol,RxNorm,Drug,1,,,,,,,,,
GIS1004067,0,OMOP Exposome,Antidote,Subsumes,skos:narrowMatch,1,19018636,acetylcholinesterase,RxNorm,Drug,1,,,,,,,,,
GIS1004067,0,OMOP Exposome,Antidote,Subsumes,skos:narrowMatch,1,19022479,fomepizole,RxNorm,Drug,1,,,,,,,,,
GIS1004067,0,OMOP Exposome,Antidote,Subsumes,skos:narrowMatch,1,19044337,physostigmine,RxNorm,Drug,1,,,,,,,,,
GIS1004067,0,OMOP Exposome,Antidote,Subsumes,skos:narrowMatch,1,19045317,digoxin antibodies Fab fragments,RxNorm,Drug,1,,,,,,,,,
GIS1004067,0,OMOP Exposome,Antidote,Subsumes,skos:narrowMatch,1,19049909,potassium iodide,RxNorm,Drug,1,,,,,,,,,
GIS1004067,0,OMOP Exposome,Antidote,Subsumes,skos:narrowMatch,1,19052936,edetate,RxNorm,Drug,1,,,,,,,,,
GIS1004067,0,OMOP Exposome,Antidote,Subsumes,skos:narrowMatch,1,19053171,obidoxime,RxNorm,Drug,1,,,,,,,,,
GIS1004067,0,OMOP Exposome,Antidote,Subsumes,skos:narrowMatch,1,19054242,protamine sulfate (USP),RxNorm,Drug,1,,,,,,,,,
GIS1004067,0,OMOP Exposome,Antidote,Subsumes,skos:narrowMatch,1,19054245,protamines,RxNorm,Drug,1,,,,,,,,,
GIS1004067,0,OMOP Exposome,Antidote,Subsumes,skos:narrowMatch,1,19055153,flumazenil,RxNorm,Drug,1,,,,,,,,,
GIS1004067,0,OMOP Exposome,Antidote,Subsumes,skos:narrowMatch,1,19057346,copper sulfate,RxNorm,Drug,1,,,,,,,,,
GIS1004067,0,OMOP Exposome,Antidote,Subsumes,skos:narrowMatch,1,19061083,glutathione,RxNorm,Drug,1,,,,,,,,,
GIS1004067,0,OMOP Exposome,Antidote,Subsumes,skos:narrowMatch,1,19069907,sodium nitrite,RxNorm,Drug,1,,,,,,,,,
GIS1004067,0,OMOP Exposome,Antidote,Subsumes,skos:narrowMatch,1,19095769,prussian blue insoluble,RxNorm,Drug,1,,,,,,,,,
GIS1004067,0,OMOP Exposome,Antidote,Subsumes,skos:narrowMatch,1,19135788,potassium permanganate,RxNorm,Drug,1,,,,,,,,,
GIS1004067,0,OMOP Exposome,Antidote,Subsumes,skos:narrowMatch,1,35602981,idarucizumab,RxNorm,Drug,1,,,,,,,,,
GIS1004067,0,OMOP Exposome,Antidote,Subsumes,skos:narrowMatch,1,35604506,sugammadex,RxNorm,Drug,1,,,,,,,,,
GIS1004067,0,OMOP Exposome,Antidote,Subsumes,skos:narrowMatch,1,35604769,ditetracycline tetrasodium edetate,RxNorm,Drug,1,,,,,,,,,
GIS1004067,0,OMOP Exposome,Antidote,Subsumes,skos:narrowMatch,1,40798987,Nalorphine,RxNorm Extension,Drug,1,,,,,,,,,
GIS1004067,0,OMOP Exposome,Antidote,Subsumes,skos:narrowMatch,1,43013616,edetate calcium,RxNorm,Drug,1,,,,,,,,,
GIS1004067,0,OMOP Exposome,Antidote,Subsumes,skos:narrowMatch,1,45775550,thiosulfate,RxNorm,Drug,1,,,,,,,,,
GIS1004067,0,OMOP Exposome,Antidote,Subsumes,skos:narrowMatch,1,45892386,sodium propoxyhydroxypropyl thiosulfate silica,RxNorm,Drug,1,,,,,,,,,
GIS1004109,0,OMOP Exposome,Antiemetic,Subsumes,skos:narrowMatch,1,1037005,dronabinol,RxNorm,Drug,1,,,,,,,,,
GIS1004109,0,OMOP Exposome,Antiemetic,Subsumes,skos:narrowMatch,1,913440,nabilone,RxNorm,Drug,1,,,,,,,,,
GIS1004109,0,OMOP Exposome,Antiemetic,Subsumes,skos:narrowMatch,1,936748,aprepitant,RxNorm,Drug,1,,,,,,,,,
GIS1004109,0,OMOP Exposome,Antiemetic,Subsumes,skos:narrowMatch,1,965748,scopolamine,RxNorm,Drug,1,,,,,,,,,
GIS1004109,0,OMOP Exposome,Antiemetic,Subsumes,skos:narrowMatch,1,19013756,cerium oxalate,RxNorm,Drug,1,,,,,,,,,
GIS1004109,0,OMOP Exposome,Antiemetic,Subsumes,skos:narrowMatch,1,19072087,metopimazine,RxNorm,Drug,1,,,,,,,,,
GIS1004109,0,OMOP Exposome,Antiemetic,Subsumes,skos:narrowMatch,1,19092412,chlorobutanol,RxNorm,Drug,1,,,,,,,,,
GIS1004109,0,OMOP Exposome,Antiemetic,Subsumes,skos:narrowMatch,1,46287434,rolapitant,RxNorm,Drug,1,,,,,,,,,
GIS1004121,0,OMOP Exposome,Antifungal Agent,Subsumes,skos:narrowMatch,1,1741309,terbinafine,RxNorm,Drug,1,,,,,,,,,
GIS1004121,0,OMOP Exposome,Antifungal Agent,Subsumes,skos:narrowMatch,1,1763779,griseofulvin,RxNorm,Drug,1,,,,,,,,,
GIS1004121,0,OMOP Exposome,Antifungal Agent,Subsumes,skos:narrowMatch,1,35834911,fosravuconazole l-lysine ethanolate,RxNorm Extension,Drug,1,,,,,,,,,
GIS1004129,0,OMOP Exposome,Antihypertensive Agent,Subsumes,skos:narrowMatch,1,789963,Veratrum viride whole extract,RxNorm,Drug,1,,,,,,,,,
GIS1004129,0,OMOP Exposome,Antihypertensive Agent,Subsumes,skos:narrowMatch,1,1305447,methyldopa,RxNorm,Drug,1,,,,,,,,,
GIS1004129,0,OMOP Exposome,Antihypertensive Agent,Subsumes,skos:narrowMatch,1,1309068,minoxidil,RxNorm,Drug,1,,,,,,,,,
GIS1004129,0,OMOP Exposome,Antihypertensive Agent,Subsumes,skos:narrowMatch,1,1321636,bosentan,RxNorm,Drug,1,,,,,,,,,
GIS1004129,0,OMOP Exposome,Antihypertensive Agent,Subsumes,skos:narrowMatch,1,1326378,Rauwolfia preparation,RxNorm,Drug,1,,,,,,,,,
GIS1004129,0,OMOP Exposome,Antihypertensive Agent,Subsumes,skos:narrowMatch,1,1337068,ambrisentan,RxNorm,Drug,1,,,,,,,,,
GIS1004129,0,OMOP Exposome,Antihypertensive Agent,Subsumes,skos:narrowMatch,1,1344965,guanfacine,RxNorm,Drug,1,,,,,,,,,
GIS1004129,0,OMOP Exposome,Antihypertensive Agent,Subsumes,skos:narrowMatch,1,1350489,prazosin,RxNorm,Drug,1,,,,,,,,,
GIS1004129,0,OMOP Exposome,Antihypertensive Agent,Subsumes,skos:narrowMatch,1,1362225,reserpine,RxNorm,Drug,1,,,,,,,,,
GIS1004129,0,OMOP Exposome,Antihypertensive Agent,Subsumes,skos:narrowMatch,1,1363053,doxazosin,RxNorm,Drug,1,,,,,,,,,
GIS1004129,0,OMOP Exposome,Antihypertensive Agent,Subsumes,skos:narrowMatch,1,1366237,guanabenz,RxNorm,Drug,1,,,,,,,,,
GIS1004129,0,OMOP Exposome,Antihypertensive Agent,Subsumes,skos:narrowMatch,1,1366279,guanethidine,RxNorm,Drug,1,,,,,,,,,
GIS1004129,0,OMOP Exposome,Antihypertensive Agent,Subsumes,skos:narrowMatch,1,1373928,hydralazine,RxNorm,Drug,1,,,,,,,,,
GIS1004129,0,OMOP Exposome,Antihypertensive Agent,Subsumes,skos:narrowMatch,1,1387219,deserpidine,RxNorm,Drug,1,,,,,,,,,
GIS1004129,0,OMOP Exposome,Antihypertensive Agent,Subsumes,skos:narrowMatch,1,1394333,mecamylamine,RxNorm,Drug,1,,,,,,,,,
GIS1004129,0,OMOP Exposome,Antihypertensive Agent,Subsumes,skos:narrowMatch,1,1398937,clonidine,RxNorm,Drug,1,,,,,,,,,
GIS1004129,0,OMOP Exposome,Antihypertensive Agent,Subsumes,skos:narrowMatch,1,1401581,metyrosine,RxNorm,Drug,1,,,,,,,,,
GIS1004129,0,OMOP Exposome,Antihypertensive Agent,Subsumes,skos:narrowMatch,1,1523280,diazoxide,RxNorm,Drug,1,,,,,,,,,
GIS1004129,0,OMOP Exposome,Antihypertensive Agent,Subsumes,skos:narrowMatch,1,19005658,trimethaphan,RxNorm,Drug,1,,,,,,,,,
GIS1004129,0,OMOP Exposome,Antihypertensive Agent,Subsumes,skos:narrowMatch,1,19007200,Veratrum viride preparation,RxNorm,Drug,1,,,,,,,,,
GIS1004129,0,OMOP Exposome,Antihypertensive Agent,Subsumes,skos:narrowMatch,1,19011021,moxonidine,RxNorm,Drug,1,,,,,,,,,
GIS1004129,0,OMOP Exposome,Antihypertensive Agent,Subsumes,skos:narrowMatch,1,19011951,debrisoquin,RxNorm,Drug,1,,,,,,,,,
GIS1004129,0,OMOP Exposome,Antihypertensive Agent,Subsumes,skos:narrowMatch,1,19020994,nitroprusside,RxNorm,Drug,1,,,,,,,,,
GIS1004129,0,OMOP Exposome,Antihypertensive Agent,Subsumes,skos:narrowMatch,1,19022533,bethanidine,RxNorm,Drug,1,,,,,,,,,
GIS1004129,0,OMOP Exposome,Antihypertensive Agent,Subsumes,skos:narrowMatch,1,19026448,dihydralazine,RxNorm,Drug,1,,,,,,,,,
GIS1004129,0,OMOP Exposome,Antihypertensive Agent,Subsumes,skos:narrowMatch,1,19027413,pargyline,RxNorm,Drug,1,,,,,,,,,
GIS1004129,0,OMOP Exposome,Antihypertensive Agent,Subsumes,skos:narrowMatch,1,19055531,methoserpidine,RxNorm,Drug,1,,,,,,,,,
GIS1004129,0,OMOP Exposome,Antihypertensive Agent,Subsumes,skos:narrowMatch,1,19062195,rescinnamine,RxNorm,Drug,1,,,,,,,,,
GIS1004129,0,OMOP Exposome,Antihypertensive Agent,Subsumes,skos:narrowMatch,1,19071831,Veratrum album preparation,RxNorm,Drug,1,,,,,,,,,
GIS1004129,0,OMOP Exposome,Antihypertensive Agent,Subsumes,skos:narrowMatch,1,19078808,indoramin,RxNorm,Drug,1,,,,,,,,,
GIS1004129,0,OMOP Exposome,Antihypertensive Agent,Subsumes,skos:narrowMatch,1,19085688,ketanserin,RxNorm,Drug,1,,,,,,,,,
GIS1004129,0,OMOP Exposome,Antihypertensive Agent,Subsumes,skos:narrowMatch,1,19093166,pinacidil,RxNorm,Drug,1,,,,,,,,,
GIS1004129,0,OMOP Exposome,Antihypertensive Agent,Subsumes,skos:narrowMatch,1,19101849,urapidil,RxNorm,Drug,1,,,,,,,,,
GIS1004129,0,OMOP Exposome,Antihypertensive Agent,Subsumes,skos:narrowMatch,1,19115050,rilmenidine,RxNorm,Drug,1,,,,,,,,,
GIS1004129,0,OMOP Exposome,Antihypertensive Agent,Subsumes,skos:narrowMatch,1,19135932,Rauwolfia alkaloids,RxNorm,Drug,1,,,,,,,,,
GIS1004129,0,OMOP Exposome,Antihypertensive Agent,Subsumes,skos:narrowMatch,1,36878846,Sitaxentan,RxNorm Extension,Drug,1,,,,,,,,,
GIS1004129,0,OMOP Exposome,Antihypertensive Agent,Subsumes,skos:narrowMatch,1,40798853,Guanoxan,RxNorm Extension,Drug,1,,,,,,,,,
GIS1004129,0,OMOP Exposome,Antihypertensive Agent,Subsumes,skos:narrowMatch,1,40799160,Trimazosin,RxNorm Extension,Drug,1,,,,,,,,,
GIS1004129,0,OMOP Exposome,Antihypertensive Agent,Subsumes,skos:narrowMatch,1,42899987,Veratrum album root extract,RxNorm,Drug,1,,,,,,,,,
GIS1004129,0,OMOP Exposome,Antihypertensive Agent,Subsumes,skos:narrowMatch,1,42899988,Veratrum viride root extract,RxNorm,Drug,1,,,,,,,,,
GIS1004129,0,OMOP Exposome,Antihypertensive Agent,Subsumes,skos:narrowMatch,1,43009081,cadralazine,RxNorm Extension,Drug,1,,,,,,,,,
GIS1004129,0,OMOP Exposome,Antihypertensive Agent,Subsumes,skos:narrowMatch,1,44506752,riociguat,RxNorm,Drug,1,,,,,,,,,
GIS1004129,0,OMOP Exposome,Antihypertensive Agent,Subsumes,skos:narrowMatch,1,44507580,macitentan,RxNorm,Drug,1,,,,,,,,,
GIS1004129,0,OMOP Exposome,Antihypertensive Agent,Subsumes,skos:narrowMatch,1,44785817,Veratrum nigrum flowering top extract,RxNorm,Drug,1,,,,,,,,,
GIS1004129,0,OMOP Exposome,Antihypertensive Agent,Subsumes,skos:narrowMatch,1,46276353,Veratrum album whole extract,RxNorm,Drug,1,,,,,,,,,
GIS1004440,0,OMOP Exposome,Antilipemic Agent,Subsumes,skos:narrowMatch,1,1510813,rosuvastatin,RxNorm,Drug,1,,,,,,,,,
GIS1004440,0,OMOP Exposome,Antilipemic Agent,Subsumes,skos:narrowMatch,1,1539403,simvastatin,RxNorm,Drug,1,,,,,,,,,
GIS1004440,0,OMOP Exposome,Antilipemic Agent,Subsumes,skos:narrowMatch,1,1545958,atorvastatin,RxNorm,Drug,1,,,,,,,,,
GIS1004440,0,OMOP Exposome,Antilipemic Agent,Subsumes,skos:narrowMatch,1,1549686,fluvastatin,RxNorm,Drug,1,,,,,,,,,
GIS1004440,0,OMOP Exposome,Antilipemic Agent,Subsumes,skos:narrowMatch,1,1551860,pravastatin,RxNorm,Drug,1,,,,,,,,,
GIS1004440,0,OMOP Exposome,Antilipemic Agent,Subsumes,skos:narrowMatch,1,1592085,lovastatin,RxNorm,Drug,1,,,,,,,,,
GIS1004440,0,OMOP Exposome,Antilipemic Agent,Subsumes,skos:narrowMatch,1,1592180,cerivastatin,RxNorm,Drug,1,,,,,,,,,
GIS1004440,0,OMOP Exposome,Antilipemic Agent,Subsumes,skos:narrowMatch,1,40165636,pitavastatin,RxNorm,Drug,1,,,,,,,,,
GIS1004449,0,OMOP Exposome,Antimalarial,Subsumes,skos:narrowMatch,1,1145680,artemisinin,RxNorm,Drug,1,,,,,,,,,
GIS1004449,0,OMOP Exposome,Antimalarial,Subsumes,skos:narrowMatch,1,1751310,primaquine,RxNorm,Drug,1,,,,,,,,,
GIS1004449,0,OMOP Exposome,Antimalarial,Subsumes,skos:narrowMatch,1,1760039,pyrimethamine,RxNorm,Drug,1,,,,,,,,,
GIS1004449,0,OMOP Exposome,Antimalarial,Subsumes,skos:narrowMatch,1,1760616,quinine,RxNorm,Drug,1,,,,,,,,,
GIS1004449,0,OMOP Exposome,Antimalarial,Subsumes,skos:narrowMatch,1,1766340,halofantrine,RxNorm,Drug,1,,,,,,,,,
GIS1004449,0,OMOP Exposome,Antimalarial,Subsumes,skos:narrowMatch,1,1777087,hydroxychloroquine,RxNorm,Drug,1,,,,,,,,,
GIS1004449,0,OMOP Exposome,Antimalarial,Subsumes,skos:narrowMatch,1,1792429,proguanil,RxNorm,Drug,1,,,,,,,,,
GIS1004449,0,OMOP Exposome,Antimalarial,Subsumes,skos:narrowMatch,1,1792515,chloroquine,RxNorm,Drug,1,,,,,,,,,
GIS1004449,0,OMOP Exposome,Antimalarial,Subsumes,skos:narrowMatch,1,19000498,mefloquine,RxNorm,Drug,1,,,,,,,,,
GIS1004449,0,OMOP Exposome,Antimalarial,Subsumes,skos:narrowMatch,1,19012922,amodiaquine,RxNorm,Drug,1,,,,,,,,,
GIS1004449,0,OMOP Exposome,Antimalarial,Subsumes,skos:narrowMatch,1,19018511,artesunate,RxNorm,Drug,1,,,,,,,,,
GIS1004449,0,OMOP Exposome,Antimalarial,Subsumes,skos:narrowMatch,1,19033634,artemether,RxNorm,Drug,1,,,,,,,,,
GIS1004449,0,OMOP Exposome,Antimalarial,Subsumes,skos:narrowMatch,1,35200201,tafenoquine,RxNorm,Drug,1,,,,,,,,,
GIS1004449,0,OMOP Exposome,Antimalarial,Subsumes,skos:narrowMatch,1,36878956,Artenimol,RxNorm Extension,Drug,1,,,,,,,,,
GIS1004466,0,OMOP Exposome,Antimetabolite,Subsumes,skos:narrowMatch,1,905078,trifluridine,RxNorm,Drug,1,,,,,,,,,
GIS1004466,0,OMOP Exposome,Antimetabolite,Subsumes,skos:narrowMatch,1,955632,fluorouracil,RxNorm,Drug,1,,,,,,,,,
GIS1004466,0,OMOP Exposome,Antimetabolite,Subsumes,skos:narrowMatch,1,1304919,pemetrexed,RxNorm,Drug,1,,,,,,,,,
GIS1004466,0,OMOP Exposome,Antimetabolite,Subsumes,skos:narrowMatch,1,1305058,methotrexate,RxNorm,Drug,1,,,,,,,,,
GIS1004466,0,OMOP Exposome,Antimetabolite,Subsumes,skos:narrowMatch,1,1311078,cytarabine,RxNorm,Drug,1,,,,,,,,,
GIS1004466,0,OMOP Exposome,Antimetabolite,Subsumes,skos:narrowMatch,1,1314865,azacitidine,RxNorm,Drug,1,,,,,,,,,
GIS1004466,0,OMOP Exposome,Antimetabolite,Subsumes,skos:narrowMatch,1,1314924,gemcitabine,RxNorm,Drug,1,,,,,,,,,
GIS1004466,0,OMOP Exposome,Antimetabolite,Subsumes,skos:narrowMatch,1,1337620,capecitabine,RxNorm,Drug,1,,,,,,,,,
GIS1004466,0,OMOP Exposome,Antimetabolite,Subsumes,skos:narrowMatch,1,1355509,floxuridine,RxNorm,Drug,1,,,,,,,,,
GIS1004466,0,OMOP Exposome,Antimetabolite,Subsumes,skos:narrowMatch,1,1395557,fludarabine,RxNorm,Drug,1,,,,,,,,,
GIS1004466,0,OMOP Exposome,Antimetabolite,Subsumes,skos:narrowMatch,1,1436650,mercaptopurine,RxNorm,Drug,1,,,,,,,,,
GIS1004466,0,OMOP Exposome,Antimetabolite,Subsumes,skos:narrowMatch,1,1437379,thioguanine,RxNorm,Drug,1,,,,,,,,,
GIS1004466,0,OMOP Exposome,Antimetabolite,Subsumes,skos:narrowMatch,1,19002912,nelarabine,RxNorm,Drug,1,,,,,,,,,
GIS1004466,0,OMOP Exposome,Antimetabolite,Subsumes,skos:narrowMatch,1,19024728,decitabine,RxNorm,Drug,1,,,,,,,,,
GIS1004466,0,OMOP Exposome,Antimetabolite,Subsumes,skos:narrowMatch,1,19038536,raltitrexed,RxNorm,Drug,1,,,,,,,,,
GIS1004466,0,OMOP Exposome,Antimetabolite,Subsumes,skos:narrowMatch,1,19054821,clofarabine,RxNorm,Drug,1,,,,,,,,,
GIS1004466,0,OMOP Exposome,Antimetabolite,Subsumes,skos:narrowMatch,1,19054825,cladribine,RxNorm,Drug,1,,,,,,,,,
GIS1004466,0,OMOP Exposome,Antimetabolite,Subsumes,skos:narrowMatch,1,19056756,tegafur,RxNorm,Drug,1,,,,,,,,,
GIS1004466,0,OMOP Exposome,Antimetabolite,Subsumes,skos:narrowMatch,1,35884377,Carmofur,RxNorm Extension,Drug,1,,,,,,,,,
GIS1004466,0,OMOP Exposome,Antimetabolite,Subsumes,skos:narrowMatch,1,40166461,pralatrexate,RxNorm,Drug,1,,,,,,,,,
GIS1004488,0,OMOP Exposome,Antimitotic Agent,Maps to,skos:exactMatch,1,42536125,Mitotic inhibitor,SNOMED,Observation,1,,,,,,,,,
7440-36-0,0,OMOP Exposome,Antimony,Maps to,skos:exactMatch,1,42898339,antimony,RxNorm,Drug,1,,,,,,,,,
1315-04-4,0,OMOP Exposome,Antimony pentasulfide,Maps to,skos:exactMatch,1,42904041,antimony pentasulfide,RxNorm,Drug,1,,,,,,,,,
28300-74-5,0,OMOP Exposome,Antimony potassium tartrate,Maps to,skos:exactMatch,1,19067810,antimony potassium tartrate,RxNorm,Drug,1,,,,,,,,,
10025-91-9,0,OMOP Exposome,Antimony trichloride,Maps to,skos:exactMatch,1,44012499,Antimony Trichloride,RxNorm Extension,Drug,1,,,,,,,,,
1309-64-4,0,OMOP Exposome,Antimony trioxide,Maps to,skos:exactMatch,1,739756,antimony trioxide,RxNorm,Drug,1,,,,,,,,,
1345-04-6,0,OMOP Exposome,Antimony trisulfide,Maps to,skos:exactMatch,1,42903940,antimony trisulfide,RxNorm,Drug,1,,,,,,,,,
GIS1004490,0,OMOP Exposome,Antimuscarinic,Maps to,skos:exactMatch,1,42536100,Muscarinic receptor antagonist,SNOMED,Observation,1,,,,,,,,,
GIS1004492,0,OMOP Exposome,Antimycobacterial,Subsumes,skos:narrowMatch,1,1710446,cycloserine,RxNorm,Drug,1,,,,,,,,,
GIS1004492,0,OMOP Exposome,Antimycobacterial,Subsumes,skos:narrowMatch,1,1711759,dapsone,RxNorm,Drug,1,,,,,,,,,
GIS1004492,0,OMOP Exposome,Antimycobacterial,Subsumes,skos:narrowMatch,1,1726228,aminosalicylic acid,RxNorm,Drug,1,,,,,,,,,
GIS1004492,0,OMOP Exposome,Antimycobacterial,Subsumes,skos:narrowMatch,1,1749301,ethambutol,RxNorm,Drug,1,,,,,,,,,
GIS1004492,0,OMOP Exposome,Antimycobacterial,Subsumes,skos:narrowMatch,1,1750074,ethionamide,RxNorm,Drug,1,,,,,,,,,
GIS1004492,0,OMOP Exposome,Antimycobacterial,Subsumes,skos:narrowMatch,1,1759455,pyrazinamide,RxNorm,Drug,1,,,,,,,,,
GIS1004492,0,OMOP Exposome,Antimycobacterial,Subsumes,skos:narrowMatch,1,1763204,rifampin,RxNorm,Drug,1,,,,,,,,,
GIS1004492,0,OMOP Exposome,Antimycobacterial,Subsumes,skos:narrowMatch,1,1777417,rifabutin,RxNorm,Drug,1,,,,,,,,,
GIS1004492,0,OMOP Exposome,Antimycobacterial,Subsumes,skos:narrowMatch,1,1782521,isoniazid,RxNorm,Drug,1,,,,,,,,,
GIS1004492,0,OMOP Exposome,Antimycobacterial,Subsumes,skos:narrowMatch,1,1798476,clofazimine,RxNorm,Drug,1,,,,,,,,,
GIS1004492,0,OMOP Exposome,Antimycobacterial,Subsumes,skos:narrowMatch,1,1836191,streptomycin,RxNorm,Drug,1,,,,,,,,,
GIS1004492,0,OMOP Exposome,Antimycobacterial,Subsumes,skos:narrowMatch,1,19010337,aminosalicylate,RxNorm,Drug,1,,,,,,,,,
GIS1004492,0,OMOP Exposome,Antimycobacterial,Subsumes,skos:narrowMatch,1,19026710,capreomycin,RxNorm,Drug,1,,,,,,,,,
GIS1004492,0,OMOP Exposome,Antimycobacterial,Subsumes,skos:narrowMatch,1,19035924,rifamycin SV,RxNorm,Drug,1,,,,,,,,,
GIS1004492,0,OMOP Exposome,Antimycobacterial,Subsumes,skos:narrowMatch,1,19035953,rifapentine,RxNorm,Drug,1,,,,,,,,,
GIS1004492,0,OMOP Exposome,Antimycobacterial,Subsumes,skos:narrowMatch,1,19078424,terizidone,RxNorm,Drug,1,,,,,,,,,
GIS1004492,0,OMOP Exposome,Antimycobacterial,Subsumes,skos:narrowMatch,1,19135812,prothionamide,RxNorm,Drug,1,,,,,,,,,
GIS1004492,0,OMOP Exposome,Antimycobacterial,Subsumes,skos:narrowMatch,1,19136008,rifamycins,RxNorm,Drug,1,,,,,,,,,
GIS1004492,0,OMOP Exposome,Antimycobacterial,Subsumes,skos:narrowMatch,1,35198211,enviomycin sulfate,RxNorm Extension,Drug,1,,,,,,,,,
GIS1004492,0,OMOP Exposome,Antimycobacterial,Subsumes,skos:narrowMatch,1,36879076,Delamanid,RxNorm Extension,Drug,1,,,,,,,,,
GIS1004492,0,OMOP Exposome,Antimycobacterial,Subsumes,skos:narrowMatch,1,37496482,pretomanid,RxNorm,Drug,1,,,,,,,,,
GIS1004492,0,OMOP Exposome,Antimycobacterial,Subsumes,skos:narrowMatch,1,40799169,Tiocarlide,RxNorm Extension,Drug,1,,,,,,,,,
GIS1004492,0,OMOP Exposome,Antimycobacterial,Subsumes,skos:narrowMatch,1,43012518,bedaquiline,RxNorm,Drug,1,,,,,,,,,
GIS1004517,0,OMOP Exposome,Antineoplastic Agent,Subsumes,skos:narrowMatch,1,36853978,ST-101,RxNorm Extension,Drug,1,,,,,,,,,
GIS1004517,0,OMOP Exposome,Antineoplastic Agent,Subsumes,skos:narrowMatch,1,36851408,TTI-622,RxNorm Extension,Drug,1,,,,,,,,,
GIS1004517,0,OMOP Exposome,Antineoplastic Agent,Subsumes,skos:narrowMatch,1,36855177,SYM-023,RxNorm Extension,Drug,1,,,,,,,,,
GIS1004517,0,OMOP Exposome,Antineoplastic Agent,Subsumes,skos:narrowMatch,1,36855787,ADH-1,RxNorm Extension,Drug,1,,,,,,,,,
GIS1004517,0,OMOP Exposome,Antineoplastic Agent,Subsumes,skos:narrowMatch,1,1253991,Sirexatamab,RxNorm Extension,Drug,1,,,,,,,,,
GIS1004517,0,OMOP Exposome,Antineoplastic Agent,Subsumes,skos:narrowMatch,1,739739,tepotinib,RxNorm,Drug,1,,,,,,,,,
GIS1004517,0,OMOP Exposome,Antineoplastic Agent,Subsumes,skos:narrowMatch,1,746225,quizartinib,RxNorm,Drug,1,,,,,,,,,
GIS1004517,0,OMOP Exposome,Antineoplastic Agent,Subsumes,skos:narrowMatch,1,746328,nadofaragene firadenovec,RxNorm,Drug,1,,,,,,,,,
GIS1004517,0,OMOP Exposome,Antineoplastic Agent,Subsumes,skos:narrowMatch,1,746340,talquetamab,RxNorm,Drug,1,,,,,,,,,
GIS1004517,0,OMOP Exposome,Antineoplastic Agent,Subsumes,skos:narrowMatch,1,746567,motixafortide,RxNorm,Drug,1,,,,,,,,,
GIS1004517,0,OMOP Exposome,Antineoplastic Agent,Subsumes,skos:narrowMatch,1,746600,momelotinib,RxNorm,Drug,1,,,,,,,,,
GIS1004517,0,OMOP Exposome,Antineoplastic Agent,Subsumes,skos:narrowMatch,1,746684,agatolimod,RxNorm,Drug,1,,,,,,,,,
GIS1004517,0,OMOP Exposome,Antineoplastic Agent,Subsumes,skos:narrowMatch,1,747052,toripalimab,RxNorm,Drug,1,,,,,,,,,
GIS1004517,0,OMOP Exposome,Antineoplastic Agent,Subsumes,skos:narrowMatch,1,747200,capivasertib,RxNorm,Drug,1,,,,,,,,,
GIS1004517,0,OMOP Exposome,Antineoplastic Agent,Subsumes,skos:narrowMatch,1,747237,fruquintinib,RxNorm,Drug,1,,,,,,,,,
GIS1004517,0,OMOP Exposome,Antineoplastic Agent,Subsumes,skos:narrowMatch,1,747349,nirogacestat,RxNorm,Drug,1,,,,,,,,,
GIS1004517,0,OMOP Exposome,Antineoplastic Agent,Subsumes,skos:narrowMatch,1,747362,repotrectinib,RxNorm,Drug,1,,,,,,,,,
GIS1004517,0,OMOP Exposome,Antineoplastic Agent,Subsumes,skos:narrowMatch,1,792499,copanlisib,RxNorm,Drug,1,,,,,,,,,
GIS1004517,0,OMOP Exposome,Antineoplastic Agent,Subsumes,skos:narrowMatch,1,792649,abemaciclib,RxNorm,Drug,1,,,,,,,,,
GIS1004517,0,OMOP Exposome,Antineoplastic Agent,Subsumes,skos:narrowMatch,1,792737,tisagenlecleucel,RxNorm,Drug,1,,,,,,,,,
GIS1004517,0,OMOP Exposome,Antineoplastic Agent,Subsumes,skos:narrowMatch,1,792764,acalabrutinib,RxNorm,Drug,1,,,,,,,,,
GIS1004517,0,OMOP Exposome,Antineoplastic Agent,Subsumes,skos:narrowMatch,1,792844,axicabtagene ciloleucel,RxNorm,Drug,1,,,,,,,,,
GIS1004517,0,OMOP Exposome,Antineoplastic Agent,Subsumes,skos:narrowMatch,1,793797,enasidenib,RxNorm,Drug,1,,,,,,,,,
GIS1004517,0,OMOP Exposome,Antineoplastic Agent,Subsumes,skos:narrowMatch,1,793846,neratinib,RxNorm,Drug,1,,,,,,,,,
GIS1004517,0,OMOP Exposome,Antineoplastic Agent,Subsumes,skos:narrowMatch,1,794068,inotuzumab ozogamicin,RxNorm,Drug,1,,,,,,,,,
GIS1004517,0,OMOP Exposome,Antineoplastic Agent,Subsumes,skos:narrowMatch,1,902724,Fam-trastuzumab deruxtecan,RxNorm Extension,Drug,1,,,,,,,,,
