source_code,source_concept_id,source_vocabulary_id,source_code_description,relationship_id,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
"ARIP2","2061506574","MIMIC4","Aripiprazole (ARIP2)","Maps to","757688","RxNorm","2025-05-07","2099-12-31",
"LEFT PROXIMAL TIBIA","2061508017","MIMIC4","Left Proximal Tibia","Maps to","2061508017","MIMIC4","2025-05-07","2099-12-31",
"50847","2061503627","MIMIC4","Potassium, Ascites|Ascites|Chemistry","Maps to","3029821","LOINC","2025-05-07","2099-12-31",
"CPT4:52332","2061507092","MIMIC4","Cystourethroscopy, with insertion of indwelling ureteral stent (eg, Gibbons or double-J type)","Maps to","2109800","CPT4","2025-05-07","2099-12-31",
"VASO20I","2061509767","MIMIC4","Vasopressin 20 Units / 1 mL Vial","Maps to","1507838","RxNorm","2025-05-07","2099-12-31",
"46258","2061503430","MIMIC4","Hemorrhoidectomy, internal and external, single column/group; with fistulectomy, including fissurectomy, when performed","Maps to","2109248","CPT4","2025-05-07","2099-12-31",
"MCG (30 DOSES)","2061508229","MIMIC4","mcg (30 doses)","Maps to","45890998","UCUM","2025-05-07","2099-12-31",
"229630","2061502206","MIMIC4","Phenylephrine (50/250)","Maps to","2061502206","MIMIC4","2025-05-07","2099-12-31",
"90832","2061506220","MIMIC4","BACTEROIDES DOREI/VULGATUS","Maps to","42872962","SNOMED","2025-05-07","2099-12-31",
"27724","2061502674","MIMIC4","Repair of nonunion or malunion, tibia; with iliac or other autograft (includes obtaining graft)","Maps to","2105346","CPT4","2025-05-07","2099-12-31",
"45387","2061503408","MIMIC4","Colonoscopy, flexible, proximal to splenic flexure; with transendoscopic stent placement (includes predilation) (Deprecated)","Maps to","2109203","CPT4","2025-05-07","2099-12-31",
"228318","2061501961","MIMIC4","Shivering Assessment","Maps to","2061501961","MIMIC4","2025-05-07","2099-12-31",
"50878","2061503658","MIMIC4","Asparate Aminotransferase (AST)|Blood|Chemistry","Maps to","3013721","LOINC","2025-05-07","2099-12-31",
"PEPT240L","2061508905","MIMIC4","Bismuth Subsalicylate 240ml Bottle","Maps to","19074272","RxNorm","2025-05-07","2099-12-31",
"45393","2061503412","MIMIC4","Colonoscopy, flexible; with decompression (for pathologic distention) (eg, volvulus, megacolon), including placement of decompression tube, when performed","Maps to","46257517","CPT4","2025-05-07","2099-12-31",
"MG/G","2061508435","MIMIC4","mg/g","Maps to","8723","UCUM","2025-05-07","2099-12-31",
"80044","2061505486","MIMIC4","HAEMOPHILUS SP","Maps to","4323572","SNOMED","2025-05-07","2099-12-31",
"HYDR2/15C","2061507771","MIMIC4","Hydrocortisone Val. Cream 0.2%","Maps to","975125","RxNorm","2025-05-07","2099-12-31",
"ASPARSYR","2061506609","MIMIC4","Asparaginase (ASPARSYR)","Maps to","19012585","RxNorm","2025-05-07","2099-12-31",
"50959","2061503735","MIMIC4","Macro Prolactin|Blood|Chemistry","Maps to","43055514","LOINC","2025-05-07","2099-12-31",
"228189","2061501915","MIMIC4","CO-Tandem Heart Flow","Maps to","2061501915","MIMIC4","2025-05-07","2099-12-31",
"43271","2061503299","MIMIC4","Endoscopic retrograde cholangiopancreatography (ERCP); with endoscopic retrograde balloon dilation of ampulla, biliary and/or pancreatic duct(s)","Maps to","2108914","CPT4","2025-05-07","2099-12-31",
"58558","2061505075","MIMIC4","Hysteroscopy, surgical; with sampling (biopsy) of endometrium and/or polypectomy, with or without D & C","Maps to","2110222","CPT4","2025-05-07","2099-12-31",
"VALA500","2061509733","MIMIC4","Valtrex","Maps to","1717704","RxNorm","2025-05-07","2099-12-31",
"CIDO75I","2061506956","MIMIC4","Cidofovir","Maps to","1745072","RxNorm","2025-05-07","2099-12-31",
"38221","2061503160","MIMIC4","Diagnostic bone marrow; biopsy(ies)","Maps to","4120443","SNOMED","2025-05-07","2099-12-31",
"NIFR150","2061508713","MIMIC4","Polysaccharide Iron Complex","Maps to","1300751","RxNorm","2025-05-07","2099-12-31",
"227586","2061501761","MIMIC4","GI pH","Maps to","2061501761","MIMIC4","2025-05-07","2099-12-31",
"90856","2061506240","MIMIC4","NEGATIVE","Maps to","9189","SNOMED","2025-05-07","2099-12-31",
"229654","2061502214","MIMIC4","Amiodarone 450/250","Maps to","2061502214","MIMIC4","2025-05-07","2099-12-31",
"51654","2061504338","MIMIC4","HIV 1 Viral Load|Blood|Chemistry","Maps to","3026532","LOINC","2025-05-07","2099-12-31",
"90638","2061506081","MIMIC4","RARE BLASTOCYSTIS HOMINIS","Maps to","4103712","SNOMED","2025-05-07","2099-12-31",
"93650","2061506382","MIMIC4","Intracardiac catheter ablation of atrioventricular node function, atrioventricular conduction for creation of complete heart block, with or without temporary pacemaker placement","Maps to","2313938","CPT4","2025-05-07","2099-12-31",
"PRED0","2061509009","MIMIC4","PredniSONE (PRED0)","Maps to","1551099","RxNorm","2025-05-07","2099-12-31",
"NTG10P","2061508764","MIMIC4","Nitroglycerin Patch (NTG10P)","Maps to","1361711","RxNorm","2025-05-07","2099-12-31",
"CPT4:52001","2061507074","MIMIC4","Cystourethroscopy with irrigation and evacuation of multiple obstructing clots","Maps to","2109767","CPT4","2025-05-07","2099-12-31",
"35206","2061503015","MIMIC4","Repair blood vessel, direct; upper extremity","Maps to","2107712","CPT4","2025-05-07","2099-12-31",
"15003","2061500167","MIMIC4","Surgical preparation or creation of recipient site by excision of open wounds, burn eschar, or scar (including subcutaneous tissues), or incisional release of scar contracture, trunk, arms, legs; each additional 100 sq cm, or part thereof, or each addi...","Maps to","2102272","CPT4","2025-05-07","2099-12-31",
"WFDB.SIGNAL.ADC.CALIBRATION.SPO2","2061509867","MIMIC4","WFDB signal A/D converter calibration in SPO2","Maps to","2061509867","MIMIC4","2025-05-07","2099-12-31",
"80306","2061505721","MIMIC4","MICROCOCCUS/STOMATOCOCCUS SPECIES","Maps to","4199767","SNOMED","2025-05-07","2099-12-31",
"90185","2061505857","MIMIC4","SMEAR FOR BACTERIAL VAGINOSIS","Maps to","2061505857","MIMIC4","2025-05-07","2099-12-31",
"LEVE500I","2061508045","MIMIC4","LeVETiracetam 500mg/5mL Vial","Maps to","711620","RxNorm","2025-05-07","2099-12-31",
"51981","2061504541","MIMIC4","Glucose|Urine|Chemistry","Maps to","3020399","LOINC","2025-05-07","2099-12-31",
"22552","2061501175","MIMIC4","Arthrodesis, anterior interbody, including disc space preparation, discectomy, osteophytectomy and decompression of spinal cord and/or nerve roots; cervical below C2, each additional interspace (List separately in addition to code for primary procedure)","Maps to","40756885","CPT4","2025-05-07","2099-12-31",
"DDAV1N","2061507183","MIMIC4","Desmopressin Nasal","Maps to","1517070","RxNorm","2025-05-07","2099-12-31",
"21423","2061500339","MIMIC4","Open treatment of palatal or maxillary fracture (LeFort I type); complicated (comminuted or involving cranial nerve foramina), multiple approaches","Maps to","2103297","CPT4","2025-05-07","2099-12-31",
"223924","2061500565","MIMIC4","RLE Sensation","Maps to","2061500565","MIMIC4","2025-05-07","2099-12-31",
"51782","2061504413","MIMIC4","Bicarbonate, CSF|Cerebrospinal Fluid|Chemistry","Maps to","3005805","LOINC","2025-05-07","2099-12-31",
"CPT4:51102","2061507062","MIMIC4","Aspiration of bladder; with insertion of suprapubic catheter","Maps to","4296682","SNOMED","2025-05-07","2099-12-31",
"51446","2061504185","MIMIC4","Lymphocytes|Pleural|Hematology","Maps to","3005532","LOINC","2025-05-07","2099-12-31",
"CPT4:52325","2061507090","MIMIC4","Cystourethroscopy (including ureteral catheterization); with fragmentation of ureteral calculus (eg, ultrasonic or electro-hydraulic technique)","Maps to","2109797","CPT4","2025-05-07","2099-12-31",
"70027","2061505377","MIMIC4","CORNEAL EYE SCRAPINGS","Maps to","4119388","SNOMED","2025-05-07","2099-12-31",
"90723","2061506126","MIMIC4","POSITIVE FOR PARAINFLUENZA TYPE 3","Maps to","4231389","SNOMED","2025-05-07","2099-12-31",
"MG PE","2061508460","MIMIC4","mg PE","Maps to","8576","UCUM","2025-05-07","2099-12-31",
"51310","2061504074","MIMIC4","CD15|Bone Marrow|Hematology","Maps to","3029648","LOINC","2025-05-07","2099-12-31",
"INTR20/250I","2061507856","MIMIC4","Fat Emulsion 20% 250 mL Bag","Maps to","36249332","RxNorm","2025-05-07","2099-12-31",
"38745","2061503178","MIMIC4","Axillary lymphadenectomy; complete","Maps to","4194967","SNOMED","2025-05-07","2099-12-31",
"226130","2061501419","MIMIC4","ICP Line Site Appear","Maps to","2061501419","MIMIC4","2025-05-07","2099-12-31",
"27612","2061502642","MIMIC4","Arthrotomy, posterior capsular release, ankle, with or without Achilles tendon lengthening","Maps to","2105245","CPT4","2025-05-07","2099-12-31",
"LEVE500","2061508043","MIMIC4","Levetiracetam 500mg Tablet","Maps to","711589","RxNorm","2025-05-07","2099-12-31",
"50898","2061503677","MIMIC4","Cancer Antigen 27.29|Blood|Chemistry","Maps to","3013520","LOINC","2025-05-07","2099-12-31",
"59000","2061505096","MIMIC4","Amniocentesis; diagnostic","Maps to","4143646","SNOMED","2025-05-07","2099-12-31",
"PAMI90I","2061508858","MIMIC4","Pamidronate (PAMI90I)","Maps to","1511646","RxNorm","2025-05-07","2099-12-31",
"93799","2061506388","MIMIC4","Unlisted cardiovascular service or procedure","Maps to","2313973","CPT4","2025-05-07","2099-12-31",
"225806","2061501263","MIMIC4","Volume In (PD)","Maps to","1988508","LOINC","2025-05-07","2099-12-31",
"SIRO1L","2061509396","MIMIC4","Sirolimus (SIRO1L)","Maps to","19034726","RxNorm","2025-05-07","2099-12-31",
"1XHS","2061500269","MIMIC4","1XHS","Maps to","4145075","SNOMED","2025-05-07","2099-12-31",
"90159","2061505834","MIMIC4","POSTMORTEM CULTURE (90159)","Maps to","2061505834","MIMIC4","2025-05-07","2099-12-31",
"229579","2061502185","MIMIC4","Transfer Intercampus by Ambulance","Maps to","2061502185","MIMIC4","2025-05-07","2099-12-31",
"IDAR10I","2061507803","MIMIC4","Idarubicin HCl","Maps to","19078097","RxNorm","2025-05-07","2099-12-31",
"CORTOTIC","2061507049","MIMIC4","Neomycin-Polymyxin-HC (Otic)","Maps to","975125","RxNorm","2025-05-07","2099-12-31",
"51898","2061504489","MIMIC4","Surf/Alb|Other Body Fluid|Chemistry","Maps to","3017439","LOINC","2025-05-07","2099-12-31",
"ILOP2","2061507810","MIMIC4","Iloperidone (ILOP2)","Maps to","19017241","RxNorm","2025-05-07","2099-12-31",
"58578","2061505084","MIMIC4","Unlisted laparoscopy procedure, uterus","Maps to","2110233","CPT4","2025-05-07","2099-12-31",
"224829","2061500886","MIMIC4","Trach Tube Type","Maps to","2061500886","MIMIC4","2025-05-07","2099-12-31",
"PHEN12SYR","2061508923","MIMIC4","Phenylephrine 12 mg / 50 mL Syringe","Maps to","46287545","RxNorm","2025-05-07","2099-12-31",
"52141","2061504663","MIMIC4","Malaria Smear|Blood|Hematology","Maps to","3045707","LOINC","2025-05-07","2099-12-31",
"227730","2061501812","MIMIC4","AVA Waveform Appearance","Maps to","2061501812","MIMIC4","2025-05-07","2099-12-31",
"AERO","2061506462","MIMIC4","AERO","Maps to","40486069","SNOMED","2025-05-07","2099-12-31",
"AMOX1000L","2061506527","MIMIC4","Amoxicillin (AMOX1000L)","Maps to","1713332","RxNorm","2025-05-07","2099-12-31",
"EPO20I","2061507386","MIMIC4","Epoetin Alfa (EPO20I)","Maps to","1301125","RxNorm","2025-05-07","2099-12-31",
"DROP5I","2061507323","MIMIC4","Droperidol (DROP5I)","Maps to","739323","RxNorm","2025-05-07","2099-12-31",
"12052","2061500135","MIMIC4","Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 2.6 cm to 5.0 cm","Maps to","2102198","CPT4","2025-05-07","2099-12-31",
"DESI30O","2061507209","MIMIC4","Desitin 30g Tube","Maps to","911101","RxNorm","2025-05-07","2099-12-31",
"IVCI","2061507893","MIMIC4","IVCI","Maps to","4171047","SNOMED","2025-05-07","2099-12-31",
"NYSTC","2061508778","MIMIC4","Nystatin Cream 100KU/GM: 30 g Tube","Maps to","922802","RxNorm","2025-05-07","2099-12-31",
"224942","2061500934","MIMIC4","Impaired Skin Treatment #7","Maps to","2061500934","MIMIC4","2025-05-07","2099-12-31",
"50980","2061503756","MIMIC4","Rheumatoid Factor|Blood|Chemistry","Maps to","3021614","LOINC","2025-05-07","2099-12-31",
"37206","2061503112","MIMIC4","Transcatheter placement of an intravascular stent(s) (except coronary, carotid, vertebral, iliac, and lower extremity arteries), percutaneous; each additional vessel (List separately in addition to code for primary procedure)","Maps to","2108345","CPT4","2025-05-07","2099-12-31",
"228442","2061502016","MIMIC4","BIS - EMG","Maps to","2061502016","MIMIC4","2025-05-07","2099-12-31",
"224150","2061500659","MIMIC4","Filter Pressure","Maps to","2061500659","MIMIC4","2025-05-07","2099-12-31",
"225442","2061501146","MIMIC4","Liver Biopsy","Maps to","4314001","SNOMED","2025-05-07","2099-12-31",
"CYTO2.5I","2061507140","MIMIC4","Cytomegalovirus Immune Glob","Maps to","586491","RxNorm","2025-05-07","2099-12-31",
"25400","2061502441","MIMIC4","Repair of nonunion or malunion, radius OR ulna; without graft (eg, compression technique)","Maps to","2104213","CPT4","2025-05-07","2099-12-31",
"226575","2061501487","MIMIC4","Nasogastric","Maps to","2061501487","MIMIC4","2025-05-07","2099-12-31",
"15736","2061500199","MIMIC4","Muscle, myocutaneous, or fasciocutaneous flap; upper extremity","Maps to","2102413","CPT4","2025-05-07","2099-12-31",
"223920","2061500562","MIMIC4","LL Strength/Movement","Maps to","2061500562","MIMIC4","2025-05-07","2099-12-31",
"90006","2061505733","MIMIC4","ERYTHROMYCIN","Maps to","1746940","RxNorm","2025-05-07","2099-12-31",
"43276","2061503304","MIMIC4","Endoscopic retrograde cholangiopancreatography (ERCP); with removal and exchange of stent(s), biliary or pancreatic duct, including pre- and post-dilation and guide wire passage, when performed, including sphincterotomy, when performed, each stent exchang","Maps to","44816422","CPT4","2025-05-07","2099-12-31",
"EPI1I","2061507372","MIMIC4","Epinephrine 1mg /1mL","Maps to","46275916","RxNorm","2025-05-07","2099-12-31",
"21275","2061500319","MIMIC4","Secondary revision of orbitocraniofacial reconstruction","Maps to","4260660","SNOMED","2025-05-07","2099-12-31",
"BILATERAL LEGS","2061506750","MIMIC4","bilateral legs","Maps to","4164952","SNOMED","2025-05-07","2099-12-31",
"51503","2061504241","MIMIC4","Triple Phosphate Crystals|Urine|Hematology","Maps to","3001137","LOINC","2025-05-07","2099-12-31",
"51340","2061504103","MIMIC4","Kappa|Bone Marrow|Hematology","Maps to","3051293","LOINC","2025-05-07","2099-12-31",
"93508","2061506355","MIMIC4","Catheter placement in coronary artery(s), arterial coronary conduit(s), and/or venous coronary bypass graft(s) for coronary angiography without concomitant left heart catheterization","Maps to","42739283","CPT4","2025-05-07","2099-12-31",
"41112","2061503212","MIMIC4","Excision of lesion of tongue with closure; anterior two-thirds","Maps to","2108633","CPT4","2025-05-07","2099-12-31",
"52383","2061504832","MIMIC4","Hypersegmented Neutrophils|Pleural|Hematology","Maps to","3030924","LOINC","2025-05-07","2099-12-31",
"51415","2061504155","MIMIC4","CD64|Other Body Fluid|Hematology","Maps to","3029062","LOINC","2025-05-07","2099-12-31",
"BEHIND LEFT EAR","2061506704","MIMIC4","behind left ear","Maps to","2061506704","MIMIC4","2025-05-07","2099-12-31",
"WFDB.SIGNAL.ADC.CALIBRATION.NBP","2061509861","MIMIC4","WFDB signal A/D converter calibration in NBP","Maps to","2061509861","MIMIC4","2025-05-07","2099-12-31",
"PRAZ1","2061509006","MIMIC4","Prazosin HCl","Maps to","1350489","RxNorm","2025-05-07","2099-12-31",
"224647","2061500793","MIMIC4","Orthostatic HR standing","Maps to","2061500793","MIMIC4","2025-05-07","2099-12-31",
"FLU200PM","2061507499","MIMIC4","Fluconazole 200 mg Premix Bag","Maps to","35605312","RxNorm","2025-05-07","2099-12-31",
"225176","2061501021","MIMIC4","Range of Motion Status","Maps to","4251587","SNOMED","2025-05-07","2099-12-31",
"FENT2I","2061507476","MIMIC4","Fentanyl Citrate 100mcg/2mL Amp","Maps to","35603428","RxNorm","2025-05-07","2099-12-31",
"IVPCA","2061507898","MIMIC4","IVPCA","Maps to","4171047","SNOMED","2025-05-07","2099-12-31",
"PROM480L","2061509048","MIMIC4","Promethazine (PROM480L)","Maps to","1153013","RxNorm","2025-05-07","2099-12-31",
"47379","2061503456","MIMIC4","Unlisted laparoscopic procedure, liver","Maps to","2109338","CPT4","2025-05-07","2099-12-31",
"227764","2061501822","MIMIC4","Tunneled (Hickman) Placement Confirmed by X-ray","Maps to","2061501822","MIMIC4","2025-05-07","2099-12-31",
"20245","2061500283","MIMIC4","Biopsy, bone, open; deep (eg, humeral shaft, ischium, femoral shaft)","Maps to","4144365","SNOMED","2025-05-07","2099-12-31",
"CLIN1000I","2061506984","MIMIC4","Amino Acids 4.25% W/ Dextrose 5% 1000ml Bag","Maps to","19131062","RxNorm","2025-05-07","2099-12-31",
"51693","2061504362","MIMIC4","Mumps IgG Ab|Blood|Chemistry","Maps to","3028498","LOINC","2025-05-07","2099-12-31",
"49000","2061503482","MIMIC4","Exploratory laparotomy, exploratory celiotomy with or without biopsy(s) (separate procedure)","Maps to","2109428","CPT4","2025-05-07","2099-12-31",
"MG IRON","2061508441","MIMIC4","mg iron","Maps to","8576","UCUM","2025-05-07","2099-12-31",
"SUCC20I","2061509453","MIMIC4","Succinylcholine 200mg/10mL Vial","Maps to","45776038","RxNorm","2025-05-07","2099-12-31",
"51172","2061503936","MIMIC4","CD23|Blood|Hematology","Maps to","3025559","LOINC","2025-05-07","2099-12-31",
"223904","2061500554","MIMIC4","Gag Reflex","Maps to","4143764","SNOMED","2025-05-07","2099-12-31",
"0291T","2061500014","MIMIC4","Intravascular optical coherence tomography (coronary native vessel or graft) during diagnostic evaluation and/or therapeutic intervention, including imaging supervision, interpretation, and report; initial vessel (List separately in addition to primary pr","Maps to","44784222","SNOMED","2025-05-07","2099-12-31",
"52039","2061504581","MIMIC4","Calculated Bicarbonate|Fluid|Blood Gas","Maps to","3008152","LOINC","2025-05-07","2099-12-31",
"HEPA10000/5I","2061507712","MIMIC4","Heparin Sodium 10,000 Units / mL - 5 mL Vial","Maps to","43011962","RxNorm","2025-05-07","2099-12-31",
"70087","2061505433","MIMIC4","Blood (CMV AB)","Maps to","4001225","SNOMED","2025-05-07","2099-12-31",
"90875","2061506256","MIMIC4","ATOPOBIUM RIMAE","Maps to","4015384","SNOMED","2025-05-07","2099-12-31",
"44025","2061503335","MIMIC4","Colotomy, for exploration, biopsy(s), or foreign body removal","Maps to","2109022","CPT4","2025-05-07","2099-12-31",
"50860","2061503640","MIMIC4","AFP, Maternal Screen|Blood|Chemistry","Maps to","3009306","LOINC","2025-05-07","2099-12-31",
"90830","2061506218","MIMIC4","STREPTOCOCCUS GORDONII","Maps to","4015115","SNOMED","2025-05-07","2099-12-31",
"PANC10I","2061508859","MIMIC4","Pancuronium Bromide","Maps to","19026674","RxNorm","2025-05-07","2099-12-31",
"220973","2061500430","MIMIC4","Gelofusine","Maps to","2912149","RxNorm Extension","2025-05-07","2099-12-31",
"225479","2061501173","MIMIC4","Thoracentesis","Maps to","4240305","SNOMED","2025-05-07","2099-12-31",
"11730","2061500102","MIMIC4","Avulsion of nail plate, partial or complete, simple; single","Maps to","2102078","CPT4","2025-05-07","2099-12-31",
"PV","2061509077","MIMIC4","PV","Maps to","4057765","SNOMED","2025-05-07","2099-12-31",
"70028","2061505378","MIMIC4","Direct Antigen Test for Herpes Simplex Virus Types 1 & 2 (70028)","Maps to","2061505378","MIMIC4","2025-05-07","2099-12-31",
"31825","2061502943","MIMIC4","Surgical closure tracheostomy or fistula; with plastic repair","Maps to","4237750","SNOMED","2025-05-07","2099-12-31",
"90181","2061505854","MIMIC4","O&P MACROSCOPIC EXAM - ARTHROPOD","Maps to","4007476","SNOMED","2025-05-07","2099-12-31",
"225383","2061501114","MIMIC4","Presep Catheter Cap Change","Maps to","2061501114","MIMIC4","2025-05-07","2099-12-31",
"220061","2061500379","MIMIC4","Pulmonary Artery Pressure mean","Maps to","3028074","LOINC","2025-05-07","2099-12-31",
"227198","2061501650","MIMIC4","Indwelling (PortaCath) Port #1 Date De-accessed","Maps to","2061501650","MIMIC4","2025-05-07","2099-12-31",
"LATERAL ABDOMEN","2061507978","MIMIC4","lateral abdomen","Maps to","4222794","SNOMED","2025-05-07","2099-12-31",
"229620","2061502202","MIMIC4","Massive Transfusion","Maps to","4079128","SNOMED","2025-05-07","2099-12-31",
"R WRIST LATERAL","2061509316","MIMIC4","R Wrist Lateral","Maps to","2061509316","MIMIC4","2025-05-07","2099-12-31",
"B ACK","2061506666","MIMIC4","b ack","Maps to","4122975","SNOMED","2025-05-07","2099-12-31",
"228015","2061501876","MIMIC4","22 G Phlebitis Scale","Maps to","2061501876","MIMIC4","2025-05-07","2099-12-31",
"220277","2061500397","MIMIC4","O2 saturation pulseoxymetry","Maps to","4196147","SNOMED","2025-05-07","2099-12-31",
"227015","2061501604","MIMIC4","Glucose_ApacheIV","Maps to","2061501604","MIMIC4","2025-05-07","2099-12-31",
"HYDR2","2061507769","MIMIC4","HYDROmorphone (Dilaudid) 2mg Tablet","Maps to","40173098","RxNorm","2025-05-07","2099-12-31",
"227776","2061501824","MIMIC4","Skeletal Traction #2 - Pounds","Maps to","2061501824","MIMIC4","2025-05-07","2099-12-31",
"WHITE - OTHER EUROPEAN","2061510083","MIMIC4","WHITE - OTHER EUROPEAN","Maps to","38003614","Race","2025-05-07","2099-12-31",
"VERA120","2061509775","MIMIC4","Verapamil (VERA120)","Maps to","1307863","RxNorm","2025-05-07","2099-12-31",
"PSEU30","2061509069","MIMIC4","Pseudoephedrine HCl 30mg Tablet","Maps to","40232217","RxNorm","2025-05-07","2099-12-31",
"T3","2061509473","MIMIC4","Acetaminophen w/Codeine 300 mg / 30 mg Tab","Maps to","40221904","RxNorm","2025-05-07","2099-12-31",
"SINE25100","2061509388","MIMIC4","Carbidopa-Levodopa CR (25-100) 25-100MG TAB","Maps to","19074721","RxNorm","2025-05-07","2099-12-31",
"52091","2061504623","MIMIC4","CD52|Blood|Hematology","Maps to","3015771","LOINC","2025-05-07","2099-12-31",
"228168","2061501903","MIMIC4","Impella Insertion Date","Maps to","2061501903","MIMIC4","2025-05-07","2099-12-31",
"229238","2061502075","MIMIC4","FiO2 Challenge","Maps to","2061502075","MIMIC4","2025-05-07","2099-12-31",
"52358","2061504810","MIMIC4","Lining Cell|Other Body Fluid|Hematology","Maps to","3035196","LOINC","2025-05-07","2099-12-31",
"WFDB.SIGNAL.ADC.CALIBRATION.SYS","2061509868","MIMIC4","WFDB signal A/D converter calibration in SYS","Maps to","2061509868","MIMIC4","2025-05-07","2099-12-31",
"AMP2I","2061506535","MIMIC4","Ampicillin Sodium 2g Vial","Maps to","35605343","RxNorm","2025-05-07","2099-12-31",
"25240","2061502424","MIMIC4","Excision distal ulna partial or complete (eg, Darrach type or matched resection)","Maps to","4231704","SNOMED","2025-05-07","2099-12-31",
"51726","2061504381","MIMIC4","Rubeola IgG Ab Value|Blood|Chemistry","Maps to","3006573","LOINC","2025-05-07","2099-12-31",
"5FU500I","2061505120","MIMIC4","Fluorouracil (5FU500I)","Maps to","955632","RxNorm","2025-05-07","2099-12-31",
"NG/","2061508688","MIMIC4","NG/","Maps to","9600","UCUM","2025-05-07","2099-12-31",
"BUPR2","2061506806","MIMIC4","Buprenorphine","Maps to","1133201","RxNorm","2025-05-07","2099-12-31",
"80182","2061505617","MIMIC4","OCHROBACTRUM ANTHROPI","Maps to","4023746","SNOMED","2025-05-07","2099-12-31",
"44346","2061503349","MIMIC4","Revision of colostomy; with repair of paracolostomy hernia (separate procedure)","Maps to","4029416","SNOMED","2025-05-07","2099-12-31",
"PRIM","2061509025","MIMIC4","PrimiDONE","Maps to","751347","RxNorm","2025-05-07","2099-12-31",
"WFDB.SIGNAL.ADC.BASELINE.V5","2061509845","MIMIC4","WFDB signal A/D converter baseline in lead V5","Maps to","2061509845","MIMIC4","2025-05-07","2099-12-31",
"WFDB.SIGNAL.ADC.BASELINE.ECTOPIC COUNT","2061509826","MIMIC4","WFDB signal A/D converter baseline in ECTOPIC COUNT","Maps to","2061509826","MIMIC4","2025-05-07","2099-12-31",
"31640","2061502927","MIMIC4","Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with excision of tumor","Maps to","37109517","SNOMED","2025-05-07","2099-12-31",
"SUBCUT INFUSION","2061509452","MIMIC4","SUBCUT INFUSION","Maps to","4142048","SNOMED","2025-05-07","2099-12-31",
"52948","2061504894","MIMIC4","Thrombin|Blood|Hematology (52948)","Maps to","3036489","LOINC","2025-05-07","2099-12-31",
"51952","2061504520","MIMIC4","Uric Acid, Stool|Stool|Chemistry","Maps to","3028566","LOINC","2025-05-07","2099-12-31",
"225914","2061501340","MIMIC4","Factor VIIa","Maps to","1352141","RxNorm","2025-05-07","2099-12-31",
"NITR100","2061508719","MIMIC4","Nitrofurantoin (Macrodantin)","Maps to","920293","RxNorm","2025-05-07","2099-12-31",
"DILA100","2061507253","MIMIC4","Phenytoin 100mg Capsule","Maps to","40163208","RxNorm","2025-05-07","2099-12-31",
"90245","2061505904","MIMIC4","ANAEROBIC CULTURE","Maps to","37399248","SNOMED","2025-05-07","2099-12-31",
"THORACIC","2061509565","MIMIC4","thoracic","Maps to","4137542","SNOMED","2025-05-07","2099-12-31",
"NYST100V","2061508774","MIMIC4","Nystatin (NYST100V)","Maps to","922570","RxNorm","2025-05-07","2099-12-31",
"90170","2061505844","MIMIC4","FISH ANALYSIS, 3-5 CELLS","Maps to","2061505844","MIMIC4","2025-05-07","2099-12-31",
"52348","2061504801","MIMIC4","CD62|Other Body Fluid|Hematology","Maps to","3042828","LOINC","2025-05-07","2099-12-31",
"TETR250","2061509537","MIMIC4","Tetracycline HCl","Maps to","1836948","RxNorm","2025-05-07","2099-12-31",
"BICI30L","2061506741","MIMIC4","Sod Citrate-Citric Acid","Maps to","950435","RxNorm","2025-05-07","2099-12-31",
"225743","2061501224","MIMIC4","Midline Discontinued","Maps to","2061501224","MIMIC4","2025-05-07","2099-12-31",
"49321","2061503497","MIMIC4","Laparoscopy, surgical; with biopsy (single or multiple)","Maps to","2109452","CPT4","2025-05-07","2099-12-31",
"MORP15","2061508551","MIMIC4","Morphine Sulfate IR 15mg Tab","Maps to","40169929","RxNorm","2025-05-07","2099-12-31",
"90706","2061506112","MIMIC4","CUNNINGHAMELLA BERTHOLLETIAE","Maps to","4247166","SNOMED","2025-05-07","2099-12-31",
"MICROGRAMS","2061508472","MIMIC4","micrograms","Maps to","9655","UCUM","2025-05-07","2099-12-31",
"KETA100SYR","2061507929","MIMIC4","Ketamine HCl (KETA100SYR)","Maps to","785649","RxNorm","2025-05-07","2099-12-31",
"28455","2061502772","MIMIC4","Treatment of tarsal bone fracture (except talus and calcaneus); with manipulation, each","Maps to","2105718","CPT4","2025-05-07","2099-12-31",
"WFDB.SIGNAL.ADC.SAMPLERATE.ABPDIAS","2061509906","MIMIC4","WFDB signal A/D converter samplerate in ABPDIAS","Maps to","2061509906","MIMIC4","2025-05-07","2099-12-31",
"DEXR500I","2061507228","MIMIC4","Dexrazoxane","Maps to","1353011","RxNorm","2025-05-07","2099-12-31",
"223782","2061500511","MIMIC4","Pain Type","Maps to","2061500511","MIMIC4","2025-05-07","2099-12-31",
"DOXY100C","2061507313","MIMIC4","Doxycycline Hyclate 100 mg Cap","Maps to","46234523","RxNorm","2025-05-07","2099-12-31",
"KETR30I","2061507937","MIMIC4","Ketorolac 30MG/ML VIAL","Maps to","40164851","RxNorm","2025-05-07","2099-12-31",
